backend,build_docs_per_s,build_s,client_cpu_usec,client_end_anon_mib,client_end_file_mib,client_peak_anon_mib,client_peak_mib,connect_s,cpu_usec_sum,cpuset,dims,end_anon_mib_sum,engine_version,friend_age_by_city_mean_ms,friend_age_by_city_min_ms,friend_age_by_city_rows,heap,hop1_p50_ms,hop1_p95_ms,hop1_p99_ms,hop2_p50_ms,hop2_p95_ms,hop2_p99_ms,ingest_rows_per_s,ingest_s,insert_mean_ms,insert_n,insert_p50_ms,insert_p95_ms,insert_p99_ms,k,lane,manifest,mem_cap,mem_split,n_docs,n_persons,n_queries,n_rows,olap_agg_by_region_ms,olap_filtered_avg_ms,olap_range_agg_ms,olap_status_histogram_ms,olap_top_customers_ms,olap_total_ms,oltp_ops_per_s,oltp_total_s,peak_anon_mib_sum,peak_mib_sum,point_p50_ms,point_p95_ms,point_p99_ms,qps,query_mean_ms,query_n,query_p50_ms,query_p95_ms,query_p99_ms,rc,read_mean_ms,read_n,read_p50_ms,read_p95_ms,read_p99_ms,recall_at_10,rep,run_id,same_city_edges_mean_ms,same_city_edges_min_ms,same_city_edges_rows,scale,schema_s,server_cpu_usec,server_end_anon_mib,server_end_file_mib,server_peak_anon_mib,server_peak_mib,tier,top_degree_mean_ms,top_degree_min_ms,top_degree_rows,topology,ts_utc,update_mean_ms,update_n,update_p50_ms,update_p95_ms,update_p99_ms,workload,write_p50_ms,write_p95_ms
arcadedb_graph_embedded,,2.32,11607777,1092.8,33.3,1092.8,1218.8,0.551,11607777,0-11,,1092.8,26.8.1.dev0,,,,4g,0.61,0.774,1.065,0.98,1.982,2.368,,,,,,,,,l2,20260711T010336Z,8g,,,10000,,,,,,,,,,0.66,1092.8,1218.8,0.524,0.805,1.065,,,,,,,0,,,,,,,3,l2_arcadedb_graph_embedded_oltp_r3,,,,tiny,,,,,,,paper,,,,embedded,2026-07-11T01:12:51.415885+00:00,,,,,,oltp,0.927,1.126
arcadedb_embedded,,,9316221,2677.6,327.9,2677.6,3024.7,0.356,9316221,0-11,,2677.6,26.8.1.dev0,,,,4g,,,,,,,37535.2,1.33,0.5707,979,0.6057,0.727,0.7823,,l1,20260711T010336Z,8g,,,,,50000,,,,,,,4818.1,,2677.6,3024.7,,,,,,,,,,0,0.0824,3060,0.0761,0.135,0.1703,,3,l1_arcadedb_embedded_oltp_r3,,,,tiny,0.16,,,,,,paper,,,,embedded,2026-07-11T01:12:55.740314+00:00,0.2362,961,0.2406,0.3757,0.454,oltp,,
arcadedb_sparse_server,9801.1,10.2,3589742,24.7,0.1,25.0,29.1,6.362,36263555,0-11,30000,2942.6,server:26.8.1-SNAPSHOT (build d758998ce9854d21aadce81987cd1dc036488c49/1783718348989/main),,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,0.75,100000,,200,,,,,,,,,,2944.4,3041.2,,,,343.2,2.914,195,2.764,3.823,4.144,0,,,,,,0.996,4,l3s_arcadedb_sparse_server_search_r4,,,,tiny,,32673813,2917.8,79.1,2919.5,3012.1,paper,,,,client_server,2026-07-11T01:12:59.574184+00:00,,,,,,search,,
arcadedb_sparse_embedded_fp32,17868.2,5.6,18174669,1949.2,52.8,2818.1,2926.1,0.483,18174669,0-11,30000,1949.2,26.8.1.dev0,,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,,100000,,200,,,,,,,,,,2818.1,2926.1,,,,538.0,1.859,195,1.684,3.159,3.555,0,,,,,,1.0,3,l3s_arcadedb_sparse_embedded_fp32_search_r3,,,,tiny,,,,,,,paper,,,,embedded,2026-07-11T01:13:24.946977+00:00,,,,,,search,,
ladybug_graph,,0.37,5522575,217.2,5.4,217.2,239.0,0.133,5522575,0-11,,217.2,ladybug:0.18.1,,,,4g,1.115,1.227,1.483,4.353,4.689,4.784,,,,,,,,,l2,20260711T010336Z,8g,,,10000,,,,,,,,,,2.09,217.2,239.0,0.154,0.218,0.249,,,,,,,0,,,,,,,1,l2_ladybug_graph_oltp_r1,,,,tiny,,,,,,,paper,,,,embedded,2026-07-11T01:13:37.272297+00:00,,,,,,oltp,9.592,10.835
postgres,,,276469,21.9,0.8,21.9,24.7,0.115,1084021,0-11,,25.9,17.10 (Debian 17.10-1.pgdg13+1),,,,4g,,,,,,,338363.6,0.15,,,,,,,l1,20260711T010336Z,8g,0.75,,,,50000,4.62,2.556,2.555,4.348,3.522,17.601,,,28.2,122.6,,,,,,,,,,0,,,,,,,2,l1_postgres_olap_r2,,,,tiny,0.018,807552,4.1,83.4,6.3,97.9,paper,,,,client_server,2026-07-11T01:13:40.626850+00:00,,,,,,olap,,
duckdb,,,9162123,95.9,4.5,108.1,118.5,0.056,9162123,0-11,,95.9,1.5.4,,,,4g,,,,,,,108562.6,0.46,8.832,979,8.7757,9.6637,10.0753,,l1,20260711T010336Z,8g,,,,,50000,,,,,,,254.3,,108.1,118.5,,,,,,,,,,0,0.9824,3060,0.8396,1.5944,1.7757,,4,l1_duckdb_oltp_r4,,,,tiny,0.036,,,,,,paper,,,,embedded,2026-07-11T01:13:44.727748+00:00,8.3368,961,8.2753,9.0291,9.3026,oltp,,
arcadedb_graph_server,,8.44,416651,18.6,0.1,19.0,21.9,0.244,27626384,0-11,,3515.3,server:latest,64.1,55.99,10,4g,,,,,,,,,,,,,,,l2,20260711T010336Z,8g,0.75,,10000,,,,,,,,,,,3525.0,3597.1,,,,,,,,,,0,,,,,,,1,l2_arcadedb_graph_server_olap_r1,59.6,53.86,10,tiny,,27209733,3496.7,49.1,3505.9,3575.3,paper,18.55,13.68,10,client_server,2026-07-11T01:14:06.656113+00:00,,,,,,olap,,
arcadedb_graph_server,,8.53,432539,18.6,0.1,19.0,21.9,0.233,28003525,0-11,,3571.8,server:latest,73.9,59.8,10,4g,,,,,,,,,,,,,,,l2,20260711T010336Z,8g,0.75,,10000,,,,,,,,,,,3577.8,3653.9,,,,,,,,,,0,,,,,,,2,l2_arcadedb_graph_server_olap_r2,64.34,63.06,10,tiny,,27570986,3553.2,51.6,3558.8,3631.9,paper,20.59,14.92,10,client_server,2026-07-11T01:14:18.971666+00:00,,,,,,olap,,
postgres,,,277881,21.9,0.8,21.9,25.2,0.116,1134373,0-11,,25.9,17.10 (Debian 17.10-1.pgdg13+1),,,,4g,,,,,,,370952.4,0.13,,,,,,,l1,20260711T010336Z,8g,0.75,,,,50000,4.675,2.506,2.521,4.331,3.548,17.581,,,28.1,123.3,,,,,,,,,,0,,,,,,,5,l1_postgres_olap_r5,,,,tiny,0.018,856492,4.1,83.7,6.3,98.1,paper,,,,client_server,2026-07-11T01:14:31.313906+00:00,,,,,,olap,,
arcadedb_graph_embedded,,2.29,11590330,1076.6,85.8,1076.6,1171.5,0.523,11590330,0-11,,1076.6,26.8.1.dev0,,,,4g,0.582,0.836,1.144,1.004,1.969,2.532,,,,,,,,,l2,20260711T010336Z,8g,,,10000,,,,,,,,,,0.64,1076.6,1171.5,0.479,0.695,0.853,,,,,,,0,,,,,,,1,l2_arcadedb_graph_embedded_oltp_r1,,,,tiny,,,,,,,paper,,,,embedded,2026-07-11T01:14:35.021764+00:00,,,,,,oltp,0.966,1.154
qdrant_sparse,34219.1,2.92,3880225,67.3,0.9,67.3,73.8,0.775,6327033,0-11,30000,264.6,qdrant,,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,0.75,100000,,200,,,,,,,,,,264.6,333.7,,,,1370.1,0.73,195,0.672,0.91,2.359,0,,,,,,1.0,5,l3s_qdrant_sparse_search_r5,,,,tiny,,2446808,197.2,55.5,197.2,259.9,paper,,,,client_server,2026-07-11T01:14:39.339412+00:00,,,,,,search,,
arcadedb_server,,,367893,17.3,0.1,17.5,20.3,0.051,12810524,0-11,,2549.3,server:latest,,,,4g,,,,,,,31134.6,1.61,,,,,,,l1,20260711T010336Z,8g,0.75,,,,50000,61.896,47.981,46.545,52.031,42.376,250.829,,,2549.5,2615.3,,,,,,,,,,0,,,,,,,4,l1_arcadedb_server_olap_r4,,,,tiny,0.2,12442631,2531.9,52.7,2531.9,2595.1,paper,,,,client_server,2026-07-11T01:14:45.812147+00:00,,,,,,olap,,
arcadedb_sparse_embedded_nocompact,18299.4,5.46,17704762,1036.0,47.0,2813.4,2914.9,0.488,17704762,0-11,30000,1036.0,26.8.1.dev0,,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,,100000,,200,,,,,,,,,,2813.4,2914.9,,,,554.5,1.803,195,1.623,2.982,3.806,0,,,,,,0.996,3,l3s_arcadedb_sparse_embedded_nocompact_search_r3,,,,tiny,,,,,,,paper,,,,embedded,2026-07-11T01:14:52.348776+00:00,,,,,,search,,
neo4j_graph,,5.65,3189074,88.6,1.0,88.6,93.9,0.736,32091643,0-11,,4641.9,neo4j-driver:6.2.0,73.6,67.88,10,4g,,,,,,,,,,,,,,,l2,20260711T010336Z,8g,0.75,,10000,,,,,,,,,,,4641.9,5005.3,,,,,,,,,,0,,,,,,,2,l2_neo4j_graph_olap_r2,62.58,60.88,10,tiny,,28902569,4553.3,326.6,4553.3,4911.4,paper,42.95,35.03,10,client_server,2026-07-11T01:15:04.679788+00:00,,,,,,olap,,
arcadedb_sparse_embedded_nocompact,18387.6,5.44,17381825,2802.8,81.9,2802.8,2897.4,0.473,17381825,0-11,30000,2802.8,26.8.1.dev0,,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,,100000,,200,,,,,,,,,,2802.8,2897.4,,,,557.2,1.795,195,1.548,3.062,3.745,0,,,,,,0.996,1,l3s_arcadedb_sparse_embedded_nocompact_search_r1,,,,tiny,,,,,,,paper,,,,embedded,2026-07-11T01:15:23.211842+00:00,,,,,,search,,
arcadedb_server,,,388373,17.3,0.1,17.5,21.0,0.049,13746426,0-11,,1868.5,server:latest,,,,4g,,,,,,,30941.0,1.62,,,,,,,l1,20260711T010336Z,8g,0.75,,,,50000,78.949,34.772,34.26,37.844,56.502,242.327,,,1887.8,1958.6,,,,,,,,,,0,,,,,,,1,l1_arcadedb_server_olap_r1,,,,tiny,0.197,13358053,1851.1,52.7,1870.3,1937.6,paper,,,,client_server,2026-07-11T01:15:35.019262+00:00,,,,,,olap,,
arcadedb_graph_server,,8.62,447093,18.6,0.1,19.0,22.2,0.247,29346553,0-11,,3609.8,server:latest,68.29,61.04,10,4g,,,,,,,,,,,,,,,l2,20260711T010336Z,8g,0.75,,10000,,,,,,,,,,,3614.8,3700.9,,,,,,,,,,0,,,,,,,4,l2_arcadedb_graph_server_olap_r4,60.22,56.88,10,tiny,,28899460,3591.3,51.6,3595.8,3678.7,paper,18.85,14.01,10,client_server,2026-07-11T01:15:41.578678+00:00,,,,,,olap,,
arcadedb_embedded,,,10444980,2404.9,52.7,2404.9,2468.1,0.357,10444980,0-11,,2404.9,26.8.1.dev0,,,,4g,,,,,,,39385.4,1.27,,,,,,,l1,20260711T010336Z,8g,,,,,50000,52.706,39.377,38.753,45.589,46.249,222.674,,,2404.9,2468.1,,,,,,,,,,0,,,,,,,1,l1_arcadedb_embedded_olap_r1,,,,tiny,0.156,,,,,,paper,,,,embedded,2026-07-11T01:15:54.163030+00:00,,,,,,olap,,
postgres,,,1869432,22.0,0.8,22.0,25.0,0.115,3826059,0-11,,26.1,17.10 (Debian 17.10-1.pgdg13+1),,,,4g,,,,,,,332114.3,0.15,2.8546,979,2.9678,3.2305,3.3848,,l1,20260711T010336Z,8g,0.75,,,,50000,,,,,,,711.6,,28.3,122.0,,,,,,,,,,0,0.5019,3060,0.5485,0.7473,0.82,,4,l1_postgres_oltp_r4,,,,tiny,0.017,1956627,4.1,83.3,6.3,97.0,paper,,,,client_server,2026-07-11T01:15:58.722076+00:00,2.8049,961,2.9072,3.1762,3.4093,oltp,,
arcadedb_graph_embedded,,2.22,10692320,1097.7,48.8,1097.7,1154.6,0.523,10692320,0-11,,1097.7,26.8.1.dev0,,,,4g,0.566,0.719,1.076,0.868,1.596,1.881,,,,,,,,,l2,20260711T010336Z,8g,,,10000,,,,,,,,,,0.62,1097.7,1154.6,0.456,0.777,5.029,,,,,,,0,,,,,,,5,l2_arcadedb_graph_embedded_oltp_r5,,,,tiny,,,,,,,paper,,,,embedded,2026-07-11T01:16:09.748521+00:00,,,,,,oltp,0.91,1.1
arcadedb_graph_embedded,,3.31,12718425,1928.3,51.3,1928.3,1989.8,0.529,12718425,0-11,,1928.3,26.8.1.dev0,73.47,47.18,10,4g,,,,,,,,,,,,,,,l2,20260711T010336Z,8g,,,10000,,,,,,,,,,,1928.3,1989.8,,,,,,,,,,0,,,,,,,1,l2_arcadedb_graph_embedded_olap_r1,71.8,57.89,10,tiny,,,,,,,paper,16.4,12.86,10,embedded,2026-07-11T01:16:13.832879+00:00,,,,,,olap,,
arcadedb_server,,,2670978,17.5,0.1,17.5,20.3,0.052,17578973,0-11,,2712.3,server:latest,,,,4g,,,,,,,30821.3,1.62,1.2554,979,1.2582,1.7307,1.9327,,l1,20260711T010336Z,8g,0.75,,,,50000,,,,,,,1164.9,,2714.6,2871.9,,,,,,,,,,0,0.7293,3060,0.6874,1.0639,1.2358,,3,l1_arcadedb_server_oltp_r3,,,,tiny,0.194,14907995,2694.8,31.4,2697.1,2851.6,paper,,,,client_server,2026-07-11T01:16:19.682406+00:00,0.8652,961,0.849,1.2467,1.4728,oltp,,
arcadedb_graph_embedded,,3.31,12895899,1996.3,51.3,1996.3,2057.3,0.531,12895899,0-11,,1996.3,26.8.1.dev0,72.06,50.63,10,4g,,,,,,,,,,,,,,,l2,20260711T010336Z,8g,,,10000,,,,,,,,,,,1996.3,2057.3,,,,,,,,,,0,,,,,,,4,l2_arcadedb_graph_embedded_olap_r4,80.35,58.32,10,tiny,,,,,,,paper,17.08,14.06,10,embedded,2026-07-11T01:16:28.754898+00:00,,,,,,olap,,
arcadedb_sparse_server,9639.1,10.37,3560094,24.7,0.1,25.0,29.1,5.551,36947493,0-11,30000,2964.0,server:26.8.1-SNAPSHOT (build d758998ce9854d21aadce81987cd1dc036488c49/1783718348989/main),,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,0.75,100000,,200,,,,,,,,,,2964.2,3063.0,,,,331.6,3.016,195,2.864,4.039,5.757,0,,,,,,0.996,2,l3s_arcadedb_sparse_server_search_r2,,,,tiny,,33387399,2939.3,79.1,2939.3,3033.9,paper,,,,client_server,2026-07-11T01:16:34.550947+00:00,,,,,,search,,
milvus_sparse,18556.8,5.39,5130240,71.0,1.0,71.0,78.2,2.153,9991995,0-11,30000,562.5,milvus,,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,0.75,100000,,200,,,,,,,,,,562.5,639.2,,,,1186.2,0.843,195,0.82,0.982,1.195,0,,,,,,1.0,1,l3s_milvus_sparse_search_r1,,,,tiny,,4861755,491.6,61.6,491.6,561.0,paper,,,,client_server,2026-07-11T01:17:00.473494+00:00,,,,,,search,,
ladybug_graph,,0.36,747917,194.5,5.4,194.5,238.7,0.134,747917,0-11,,194.5,ladybug:0.18.1,9.12,8.72,10,4g,,,,,,,,,,,,,,,l2,20260711T010336Z,8g,,,10000,,,,,,,,,,,194.5,238.7,,,,,,,,,,0,,,,,,,4,l2_ladybug_graph_olap_r4,9.56,9.23,10,tiny,,,,,,,paper,0.84,0.73,10,embedded,2026-07-11T01:17:11.669846+00:00,,,,,,olap,,
arcadedb_sparse_server,9656.3,10.36,3570233,24.9,0.1,24.9,28.9,5.695,35531509,0-11,30000,2960.9,server:26.8.1-SNAPSHOT (build d758998ce9854d21aadce81987cd1dc036488c49/1783718348989/main),,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,0.75,100000,,200,,,,,,,,,,2962.6,3060.6,,,,350.7,2.851,195,2.59,3.939,4.292,0,,,,,,0.996,1,l3s_arcadedb_sparse_server_search_r1,,,,tiny,,31961276,2936.0,79.1,2937.7,3031.7,paper,,,,client_server,2026-07-11T01:17:13.010781+00:00,,,,,,search,,
arcadedb_server,,,380866,17.3,0.1,17.5,21.2,0.05,13041870,0-11,,2689.6,server:latest,,,,4g,,,,,,,31191.8,1.6,,,,,,,l1,20260711T010336Z,8g,0.75,,,,50000,75.292,46.08,31.825,36.58,55.056,244.833,,,2714.3,2784.1,,,,,,,,,,0,,,,,,,5,l1_arcadedb_server_olap_r5,,,,tiny,0.206,12661004,2672.3,52.7,2696.8,2762.9,paper,,,,client_server,2026-07-11T01:17:37.850007+00:00,,,,,,olap,,
arcadedb_sparse_embedded,17458.2,5.73,18137642,2789.5,44.1,2789.5,2887.2,0.473,18137642,0-11,30000,2789.5,26.8.1.dev0,,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,,100000,,200,,,,,,,,,,2789.5,2887.2,,,,612.7,1.632,195,1.431,2.857,3.281,0,,,,,,0.996,3,l3s_arcadedb_sparse_embedded_search_r3,,,,tiny,,,,,,,paper,,,,embedded,2026-07-11T01:17:44.384996+00:00,,,,,,search,,
arcadedb_graph_embedded,,2.25,11993671,645.5,14.9,1056.3,1191.0,0.529,11993671,0-11,,645.5,26.8.1.dev0,,,,4g,0.559,0.722,1.078,1.021,2.135,2.358,,,,,,,,,l2,20260711T010336Z,8g,,,10000,,,,,,,,,,0.65,1056.3,1191.0,0.436,0.714,0.83,,,,,,,0,,,,,,,4,l2_arcadedb_graph_embedded_oltp_r4,,,,tiny,,,,,,,paper,,,,embedded,2026-07-11T01:17:56.735048+00:00,,,,,,oltp,0.996,1.208
arcadedb_sparse_server,9768.1,10.24,3602561,24.9,0.1,25.0,28.5,5.431,35507692,0-11,30000,2956.0,server:26.8.1-SNAPSHOT (build d758998ce9854d21aadce81987cd1dc036488c49/1783718348989/main),,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,0.75,100000,,200,,,,,,,,,,2961.6,3059.2,,,,323.5,3.091,195,3.007,3.772,4.305,0,,,,,,0.996,5,l3s_arcadedb_sparse_server_search_r5,,,,tiny,,31905131,2931.1,79.1,2936.6,3030.8,paper,,,,client_server,2026-07-11T01:18:00.812138+00:00,,,,,,search,,
duckdb,,,9252802,99.6,4.5,110.5,120.3,0.054,9252802,0-11,,99.6,1.5.4,,,,4g,,,,,,,115130.9,0.43,8.8675,979,8.7915,9.7049,11.086,,l1,20260711T010336Z,8g,,,,,50000,,,,,,,253.1,,110.5,120.3,,,,,,,,,,0,0.9949,3060,0.8479,1.5981,1.8154,,1,l1_duckdb_oltp_r1,,,,tiny,0.024,,,,,,paper,,,,embedded,2026-07-11T01:18:25.129119+00:00,8.3513,961,8.2782,9.0687,9.7983,oltp,,
arcadedb_embedded,,,9355775,2684.9,304.5,2684.9,3008.2,0.362,9355775,0-11,,2684.9,26.8.1.dev0,,,,4g,,,,,,,37986.4,1.32,0.5746,979,0.6148,0.7341,0.7825,,l1,20260711T010336Z,8g,,,,,50000,,,,,,,4680.9,,2684.9,3008.2,,,,,,,,,,0,0.0894,3060,0.0776,0.1359,0.1681,,1,l1_arcadedb_embedded_oltp_r1,,,,tiny,0.173,,,,,,paper,,,,embedded,2026-07-11T01:18:47.016467+00:00,0.2414,961,0.2426,0.3869,0.477,oltp,,
elasticsearch_sparse,5754.9,17.38,5156091,47.1,0.7,47.1,52.5,0.757,64906717,0-11,30000,3159.4,9.4.1,,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,0.75,100000,,200,,,,,,,,,,3428.5,3520.7,,,,380.7,2.627,195,2.316,3.846,5.466,0,,,,,,0.946,1,l3s_elasticsearch_sparse_search_r1,,,,tiny,,59750626,3112.3,27.4,3381.4,3468.2,paper,,,,client_server,2026-07-11T01:18:50.919338+00:00,,,,,,search,,
qdrant_sparse,34495.7,2.9,3881515,67.3,0.9,67.3,73.8,0.775,6271679,0-11,30000,263.0,qdrant,,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,0.75,100000,,200,,,,,,,,,,263.0,332.4,,,,1442.8,0.693,195,0.671,0.79,2.401,0,,,,,,1.0,1,l3s_qdrant_sparse_search_r1,,,,tiny,,2390164,195.7,55.4,195.7,258.7,paper,,,,client_server,2026-07-11T01:19:27.511280+00:00,,,,,,search,,
arcadedb_graph_server,,8.43,417059,18.6,0.1,19.0,22.3,0.233,27892349,0-11,,3551.1,server:latest,64.22,58.99,10,4g,,,,,,,,,,,,,,,l2,20260711T010336Z,8g,0.75,,10000,,,,,,,,,,,3562.1,3634.6,,,,,,,,,,0,,,,,,,3,l2_arcadedb_graph_server_olap_r3,59.42,56.69,10,tiny,,27475290,3532.5,49.1,3543.1,3612.3,paper,24.97,20.23,10,client_server,2026-07-11T01:19:33.670905+00:00,,,,,,olap,,
milvus_sparse,18645.1,5.36,5136171,70.2,1.0,71.1,78.2,2.149,9908442,0-11,30000,552.9,milvus,,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,0.75,100000,,200,,,,,,,,,,553.9,628.9,,,,1246.0,0.803,195,0.801,0.912,0.963,0,,,,,,1.0,4,l3s_milvus_sparse_search_r4,,,,tiny,,4772271,482.7,59.4,482.7,550.8,paper,,,,client_server,2026-07-11T01:19:46.016663+00:00,,,,,,search,,
arcadedb_graph_server,,7.49,769296,18.6,0.1,19.0,22.3,0.234,28605030,0-11,,3588.0,server:latest,,,,4g,1.496,1.843,2.067,1.933,2.785,3.34,,,,,,,,,l2,20260711T010336Z,8g,0.75,,10000,,,,,,,,,,1.39,3603.3,3690.7,1.398,1.982,2.57,,,,,,,0,,,,,,,4,l2_arcadedb_graph_server_oltp_r4,,,,tiny,,27835734,3569.4,83.6,3584.2,3668.4,paper,,,,client_server,2026-07-11T01:19:57.203383+00:00,,,,,,oltp,1.896,2.247
qdrant_sparse,33965.4,2.94,4065742,63.7,0.9,67.6,73.6,0.771,6509809,0-11,30000,258.9,qdrant,,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,0.75,100000,,200,,,,,,,,,,262.8,331.9,,,,1311.2,0.763,195,0.757,0.851,0.922,0,,,,,,1.0,3,l3s_qdrant_sparse_search_r3,,,,tiny,,2444067,195.2,55.4,195.2,258.2,paper,,,,client_server,2026-07-11T01:20:08.784187+00:00,,,,,,search,,
arcadedb_sparse_embedded,17533.8,5.7,18068018,2817.7,79.1,2817.7,2909.1,0.474,18068018,0-11,30000,2817.7,26.8.1.dev0,,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,,100000,,200,,,,,,,,,,2817.7,2909.1,,,,583.2,1.715,195,1.572,2.627,3.221,0,,,,,,0.996,4,l3s_arcadedb_sparse_embedded_search_r4,,,,tiny,,,,,,,paper,,,,embedded,2026-07-11T01:20:15.249480+00:00,,,,,,search,,
duckdb,,,1499751,108.4,3.5,108.4,118.0,0.053,1499751,0-11,,108.4,1.5.4,,,,4g,,,,,,,114942.6,0.43,,,,,,,l1,20260711T010336Z,8g,,,,,50000,2.01,0.652,0.347,2.171,0.872,6.052,,,108.4,118.0,,,,,,,,,,0,,,,,,,1,l1_duckdb_olap_r1,,,,tiny,0.023,,,,,,paper,,,,embedded,2026-07-11T01:20:27.313999+00:00,,,,,,olap,,
ladybug_graph,,0.36,5533635,217.9,5.4,217.9,234.3,0.121,5533635,0-11,,217.9,ladybug:0.18.1,,,,4g,1.123,1.234,1.315,4.332,4.628,4.957,,,,,,,,,l2,20260711T010336Z,8g,,,10000,,,,,,,,,,2.09,217.9,234.3,0.152,0.207,0.284,,,,,,,0,,,,,,,2,l2_ladybug_graph_oltp_r2,,,,tiny,,,,,,,paper,,,,embedded,2026-07-11T01:20:28.657273+00:00,,,,,,oltp,9.607,11.128
arcadedb_sparse_server,9756.8,10.25,3546948,24.8,0.1,25.0,28.9,5.501,35382809,0-11,30000,2961.2,server:26.8.1-SNAPSHOT (build d758998ce9854d21aadce81987cd1dc036488c49/1783718348989/main),,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,0.75,100000,,200,,,,,,,,,,2965.0,3063.0,,,,348.3,2.871,195,2.68,3.829,4.179,0,,,,,,0.996,3,l3s_arcadedb_sparse_server_search_r3,,,,tiny,,31835861,2936.4,79.1,2940.0,3034.1,paper,,,,client_server,2026-07-11T01:20:31.996393+00:00,,,,,,search,,
ladybug_graph,,0.37,740947,193.4,5.4,193.4,234.3,0.133,740947,0-11,,193.4,ladybug:0.18.1,9.29,8.97,10,4g,,,,,,,,,,,,,,,l2,20260711T010336Z,8g,,,10000,,,,,,,,,,,193.4,234.3,,,,,,,,,,0,,,,,,,3,l2_ladybug_graph_olap_r3,9.77,8.88,10,tiny,,,,,,,paper,0.84,0.7,10,embedded,2026-07-11T01:20:56.591986+00:00,,,,,,olap,,
neo4j_graph,,5.69,3524754,87.7,1.0,87.7,93.7,0.747,39358238,0-11,,4716.3,neo4j-driver:6.2.0,,,,4g,5.632,6.691,7.633,4.757,6.387,8.371,,,,,,,,,l2,20260711T010336Z,8g,0.75,,10000,,,,,,,,,,4.72,4719.1,5082.1,6.342,11.047,15.108,,,,,,,0,,,,,,,5,l2_neo4j_graph_oltp_r5,,,,tiny,,35833484,4628.7,326.8,4631.4,4988.4,paper,,,,client_server,2026-07-11T01:20:57.901027+00:00,,,,,,oltp,8.536,13.951
duckdb,,,1505984,110.2,3.5,110.2,119.9,0.052,1505984,0-11,,110.2,1.5.4,,,,4g,,,,,,,116511.5,0.43,,,,,,,l1,20260711T010336Z,8g,,,,,50000,1.849,0.759,0.374,2.062,0.92,5.964,,,110.2,119.9,,,,,,,,,,0,,,,,,,5,l1_duckdb_olap_r5,,,,tiny,0.023,,,,,,paper,,,,embedded,2026-07-11T01:21:19.697661+00:00,,,,,,olap,,
duckdb,,,1507265,113.9,3.5,113.9,123.7,0.053,1507265,0-11,,113.9,1.5.4,,,,4g,,,,,,,115284.4,0.43,,,,,,,l1,20260711T010336Z,8g,,,,,50000,2.065,0.633,0.364,2.082,0.885,6.029,,,113.9,123.7,,,,,,,,,,0,,,,,,,3,l1_duckdb_olap_r3,,,,tiny,0.023,,,,,,paper,,,,embedded,2026-07-11T01:21:21.011828+00:00,,,,,,olap,,
qdrant_sparse,34056.6,2.94,4094176,63.4,0.9,67.3,73.3,0.761,6563240,0-11,30000,264.1,qdrant,,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,0.75,100000,,200,,,,,,,,,,271.5,339.6,,,,1231.1,0.812,195,0.768,0.876,2.455,0,,,,,,1.0,2,l3s_qdrant_sparse_search_r2,,,,tiny,,2469064,200.7,55.3,204.2,266.4,paper,,,,client_server,2026-07-11T01:21:22.325487+00:00,,,,,,search,,
elasticsearch_sparse,5786.3,17.28,5328943,47.1,0.7,47.1,52.4,0.844,65017027,0-11,30000,2721.1,9.4.1,,,,4g,,,,,,,,,,,,,,10,l3s,20260711T010336Z,8g,0.75,100000,,200,,,,,,,,,,2721.2,2892.9,,,,394.7,2.534,195,2.328,3.659,6.235,0,,,,,,0.946,3,l3s_elasticsearch_sparse_search_r3,,,,tiny,,59688084,2674.1,27.4,2674.1,2840.4,paper,,,,client_server,2026-07-11T01:21:28.836101+00:00,,,,,,search,,
arcadedb_embedded,,,9311278,2664.0,296.1,2664.0,2978.0,0.357,9311278,0-11,,2664.0,26.8.1.dev0,,,,4g,,,,,,,37233.9,1.34,0.5887,979,0.6224,0.7357,0.7969,,l1,20260711T010336Z,8g,,,,,50000,,,,,,,4584.8,,2664.0,2978.0,,,,,,,,,,0,0.0905,3060,0.0792,0.1561,0.19,,5,l1_arcadedb_embedded_oltp_r5,,,,tiny,0.16,,,,,,paper,,,,embedded,2026-07-11T01:22:05.524579+00:00,0.2469,961,0.2526,0.3966,0.4791,oltp,,
