backend,build_docs_per_s,build_s,client_cpu_usec,client_end_anon_mib,client_end_file_mib,client_peak_anon_mib,client_peak_mib,connect_s,cpu_usec_sum,cpuset,dims,end_anon_mib_sum,engine_version,friend_age_by_city_mean_ms,friend_age_by_city_min_ms,friend_age_by_city_rows,heap,hop1_p50_ms,hop1_p95_ms,hop1_p99_ms,hop2_p50_ms,hop2_p95_ms,hop2_p99_ms,ingest_rows_per_s,ingest_s,insert_mean_ms,insert_n,insert_p50_ms,insert_p95_ms,insert_p99_ms,k,lane,manifest,mem_cap,mem_split,n_docs,n_persons,n_queries,n_rows,olap_agg_by_region_ms,olap_filtered_avg_ms,olap_range_agg_ms,olap_status_histogram_ms,olap_top_customers_ms,olap_total_ms,oltp_ops_per_s,oltp_total_s,peak_anon_mib_sum,peak_mib_sum,point_p50_ms,point_p95_ms,point_p99_ms,qps,query_mean_ms,query_n,query_p50_ms,query_p95_ms,query_p99_ms,rc,read_mean_ms,read_n,read_p50_ms,read_p95_ms,read_p99_ms,recall_at_10,rep,run_id,same_city_edges_mean_ms,same_city_edges_min_ms,same_city_edges_rows,scale,schema_s,server_cpu_usec,server_end_anon_mib,server_end_file_mib,server_peak_anon_mib,server_peak_mib,tier,top_degree_mean_ms,top_degree_min_ms,top_degree_rows,topology,ts_utc,update_mean_ms,update_n,update_p50_ms,update_p95_ms,update_p99_ms,workload,write_p50_ms,write_p95_ms
duckdb,,,9186366,671.4,65.7,740.0,817.7,0.052,9186366,0-11,,671.4,1.5.4,,,,8g,,,,,,,310468.5,6.44,,,,,,,l1,20260711T012458Z,16g,,,,,2000000,2.446,2.365,1.619,2.193,7.445,16.068,,,740.0,817.7,,,,,,,,,,0,,,,,,,5,l1_duckdb_olap_r5,,,,small,0.021,,,,,,paper,,,,embedded,2026-07-11T03:27:23.598060+00:00,,,,,,olap,,
duckdb,,,9161272,596.4,65.6,730.8,809.3,0.051,9161272,0-11,,596.4,1.5.4,,,,8g,,,,,,,311189.6,6.43,,,,,,,l1,20260711T012458Z,16g,,,,,2000000,2.552,2.362,1.673,1.832,7.587,16.006,,,730.8,809.3,,,,,,,,,,0,,,,,,,3,l1_duckdb_olap_r3,,,,small,0.023,,,,,,paper,,,,embedded,2026-07-11T03:27:30.910207+00:00,,,,,,olap,,
qdrant_sparse,32208.0,31.05,25369803,67.3,0.9,67.3,73.6,0.765,62896566,0-11,30000,662.7,qdrant,,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,0.75,1000000,,500,,,,,,,,,,821.6,1449.2,,,,838.8,1.192,495,1.164,1.425,1.635,0,,,,,,1.0,2,l3s_qdrant_sparse_search_r2,,,,small,,37526763,595.4,313.5,754.3,1375.6,paper,,,,client_server,2026-07-11T03:27:38.234435+00:00,,,,,,search,,
elasticsearch_sparse,6218.0,160.82,41137044,46.3,0.7,47.9,53.5,0.773,207975121,0-11,30000,2743.7,9.4.1,,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,0.75,1000000,,500,,,,,,,,,,3445.1,3748.8,,,,351.4,2.845,495,2.652,4.339,4.797,0,,,,,,0.9292,3,l3s_elasticsearch_sparse_search_r3,,,,small,,166838077,2697.5,251.8,3397.2,3695.3,paper,,,,client_server,2026-07-11T03:28:13.275384+00:00,,,,,,search,,
arcadedb_embedded,,,59778165,5186.0,218.4,5565.3,6061.0,0.367,59778165,0-11,,5186.0,26.8.1.dev0,,,,8g,,,,,,,43364.9,46.12,0.3643,961,0.3212,0.4233,0.4855,,l1,20260711T012458Z,16g,,,,,2000000,,,,,,,6716.3,,5565.3,6061.0,,,,,,,,,,0,0.0662,3088,0.0568,0.1271,0.1708,,5,l1_arcadedb_embedded_oltp_r5,,,,small,0.167,,,,,,paper,,,,embedded,2026-07-11T03:31:14.299957+00:00,0.1996,951,0.1889,0.3548,0.4299,oltp,,
arcadedb_graph_server,,69.55,3647359,18.4,0.1,19.9,22.7,0.233,98895793,0-11,,5828.9,server:latest,,,,8g,1.101,1.612,1.929,1.459,2.324,3.122,,,,,,,,,l2,20260711T012458Z,16g,0.75,,100000,,,,,,,,,,2.26,5832.7,6110.6,1.089,1.606,1.975,,,,,,,0,,,,,,,5,l2_arcadedb_graph_server_oltp_r5,,,,small,,95248434,5810.5,166.3,5812.8,6087.9,paper,,,,client_server,2026-07-11T03:32:02.692870+00:00,,,,,,oltp,1.34,1.476
ladybug_graph,,2.56,6013670,382.1,38.1,382.1,488.4,0.133,6013670,0-11,,382.1,ladybug:0.18.1,66.72,65.82,10,8g,,,,,,,,,,,,,,,l2,20260711T012458Z,16g,,,100000,,,,,,,,,,,382.1,488.4,,,,,,,,,,0,,,,,,,1,l2_ladybug_graph_olap_r1,71.05,69.36,10,small,,,,,,,paper,4.44,4.27,10,embedded,2026-07-11T03:33:17.222898+00:00,,,,,,olap,,
arcadedb_server,,,10408363,17.4,0.1,17.5,20.9,0.051,76633200,0-11,,5501.0,server:latest,,,,8g,,,,,,,37750.8,52.98,0.966,961,0.9431,1.1512,1.2346,,l1,20260711T012458Z,16g,0.75,,,,2000000,,,,,,,1374.6,,5502.5,5843.4,,,,,,,,,,0,0.6464,3088,0.63,0.8593,0.9493,,2,l1_arcadedb_server_oltp_r2,,,,small,0.188,66224837,5483.6,299.9,5485.0,5822.5,paper,,,,client_server,2026-07-11T03:33:21.535922+00:00,0.7498,951,0.7404,1.0071,1.1163,oltp,,
neo4j_graph,,47.62,18754928,88.6,1.0,88.6,94.7,0.737,88898283,0-11,,9017.9,neo4j-driver:6.2.0,845.68,840.12,10,8g,,,,,,,,,,,,,,,l2,20260711T012458Z,16g,0.75,,100000,,,,,,,,,,,9022.0,9541.7,,,,,,,,,,0,,,,,,,5,l2_neo4j_graph_olap_r5,817.02,804.7,10,small,,70143355,8929.3,308.4,8933.4,9447.1,paper,511.17,502.79,10,client_server,2026-07-11T03:34:21.246057+00:00,,,,,,olap,,
milvus_sparse,24417.5,40.95,38082819,70.5,1.0,71.5,78.8,1.732,72611597,0-11,30000,1764.1,milvus,,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,0.75,1000000,,500,,,,,,,,,,1874.6,2578.2,,,,732.6,1.365,495,1.361,1.589,1.702,0,,,,,,1.0,2,l3s_milvus_sparse_search_r2,,,,small,,34528778,1693.5,678.5,1803.1,2499.4,paper,,,,client_server,2026-07-11T03:35:33.913424+00:00,,,,,,search,,
arcadedb_sparse_embedded_fp32,17697.2,56.51,183741720,2439.6,476.1,6523.0,7208.4,0.488,183741720,0-11,30000,2439.6,26.8.1.dev0,,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,,1000000,,500,,,,,,,,,,6523.0,7208.4,,,,146.4,6.83,495,6.535,8.295,9.636,0,,,,,,1.0,2,l3s_arcadedb_sparse_embedded_fp32_search_r2,,,,small,,,,,,,paper,,,,embedded,2026-07-11T03:36:19.916719+00:00,,,,,,search,,
arcadedb_server,,,10456303,17.4,0.1,17.5,20.5,0.051,75466399,0-11,,5464.1,server:latest,,,,8g,,,,,,,38172.1,52.39,0.9278,961,0.904,1.079,1.2616,,l1,20260711T012458Z,16g,0.75,,,,2000000,,,,,,,1410.0,,5478.8,5872.7,,,,,,,,,,0,0.6359,3088,0.6213,0.8113,0.9309,,4,l1_arcadedb_server_oltp_r4,,,,small,0.206,65010096,5446.7,229.6,5461.2,5852.2,paper,,,,client_server,2026-07-11T03:39:13.002388+00:00,0.7265,951,0.7139,0.9098,1.037,oltp,,
elasticsearch_sparse,6261.7,159.7,40111994,47.3,0.7,47.9,53.6,0.727,205992074,0-11,30000,2719.9,9.4.1,,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,0.75,1000000,,500,,,,,,,,,,2720.5,3719.3,,,,340.2,2.939,495,2.698,4.703,5.752,0,,,,,,0.9292,2,l3s_elasticsearch_sparse_search_r2,,,,small,,165880080,2672.6,251.9,2672.6,3665.7,paper,,,,client_server,2026-07-11T03:40:11.941274+00:00,,,,,,search,,
arcadedb_server,,,8410354,17.3,0.1,17.5,20.7,0.05,132820598,0-11,,5665.0,server:latest,,,,8g,,,,,,,37874.5,52.81,,,,,,,l1,20260711T012458Z,16g,0.75,,,,2000000,1832.966,1298.189,1296.861,1452.644,1630.709,7511.369,,,5666.8,5912.2,,,,,,,,,,0,,,,,,,3,l1_arcadedb_server_olap_r3,,,,small,0.202,124410244,5647.6,218.6,5649.3,5891.5,paper,,,,client_server,2026-07-11T03:43:11.738287+00:00,,,,,,olap,,
duckdb,,,9526400,735.0,65.6,770.7,865.4,0.051,9526400,0-11,,735.0,1.5.4,,,,8g,,,,,,,310287.0,6.45,,,,,,,l1,20260711T012458Z,16g,,,,,2000000,2.398,2.408,1.677,1.915,7.367,15.765,,,770.7,865.4,,,,,,,,,,0,,,,,,,4,l1_duckdb_olap_r4,,,,small,0.023,,,,,,paper,,,,embedded,2026-07-11T03:45:07.759690+00:00,,,,,,olap,,
postgres,,,5870881,22.8,0.8,22.8,25.9,0.116,10995632,0-11,,27.1,17.10 (Debian 17.10-1.pgdg13+1),,,,8g,,,,,,,456709.3,4.38,2.6865,961,2.6608,3.2097,3.4026,,l1,20260711T012458Z,16g,0.75,,,,2000000,,,,,,,788.0,,29.3,857.5,,,,,,,,,,0,0.4002,3088,0.391,0.7718,0.8316,,2,l1_postgres_oltp_r2,,,,small,0.018,5124751,4.3,799.7,6.6,831.6,paper,,,,client_server,2026-07-11T03:45:15.082552+00:00,2.6584,951,2.6225,3.1944,3.4782,oltp,,
postgres,,,4462421,22.6,0.8,22.6,26.5,0.117,15947858,0-11,,27.0,17.10 (Debian 17.10-1.pgdg13+1),,,,8g,,,,,,,465095.5,4.3,,,,,,,l1,20260711T012458Z,16g,0.75,,,,2000000,74.941,44.731,44.045,69.185,97.354,330.256,,,45.4,869.8,,,,,,,,,,0,,,,,,,1,l1_postgres_olap_r1,,,,small,0.018,11485437,4.4,801.8,22.8,843.3,paper,,,,client_server,2026-07-11T03:45:29.548614+00:00,,,,,,olap,,
arcadedb_sparse_embedded_nocompact,18245.7,54.81,181666874,999.7,398.8,6292.8,6773.8,0.484,181666874,0-11,30000,999.7,26.8.1.dev0,,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,,1000000,,500,,,,,,,,,,6292.8,6773.8,,,,112.0,8.925,495,8.606,10.664,11.513,0,,,,,,0.9902,5,l3s_arcadedb_sparse_embedded_nocompact_search_r5,,,,small,,,,,,,paper,,,,embedded,2026-07-11T03:45:40.044626+00:00,,,,,,search,,
arcadedb_embedded,,,60512313,2605.9,218.4,5536.4,6143.6,0.37,60512313,0-11,,2605.9,26.8.1.dev0,,,,8g,,,,,,,42757.2,46.78,0.361,961,0.3193,0.4103,0.4718,,l1,20260711T012458Z,16g,,,,,2000000,,,,,,,6780.3,,5536.4,6143.6,,,,,,,,,,0,0.0666,3088,0.0566,0.1298,0.1718,,4,l1_arcadedb_embedded_oltp_r4,,,,small,0.166,,,,,,paper,,,,embedded,2026-07-11T03:48:30.861154+00:00,0.1943,951,0.1827,0.3358,0.4272,oltp,,
arcadedb_server,,,10538038,17.5,0.1,17.5,20.9,0.05,75811015,0-11,,5490.6,server:latest,,,,8g,,,,,,,37215.8,53.74,0.9179,961,0.9019,1.1171,1.241,,l1,20260711T012458Z,16g,0.75,,,,2000000,,,,,,,1415.2,,5499.7,5827.3,,,,,,,,,,0,0.6326,3088,0.6178,0.822,0.9512,,5,l1_arcadedb_server_oltp_r5,,,,small,0.195,65272977,5473.1,264.4,5482.2,5806.4,paper,,,,client_server,2026-07-11T03:49:20.007582+00:00,0.7334,951,0.7104,0.9487,1.1311,oltp,,
arcadedb_sparse_embedded,17944.0,55.73,181318441,1025.4,389.3,6356.4,6831.1,0.481,181318441,0-11,30000,1025.4,26.8.1.dev0,,,,8g,,,,,,,,,,,,,,10,l3s,20260711T012458Z,16g,,1000000,,500,,,,,,,,,,6356.4,6831.1,,,,151.1,6.619,495,6.427,8.127,9.541,0,,,,,,0.9902,2,l3s_arcadedb_sparse_embedded_search_r2,,,,small,,,,,,,paper,,,,embedded,2026-07-11T03:50:20.455513+00:00,,,,,,search,,
